id,created_at,class ,text
6.39E+17,9/3/2015 10:54,,WMATA reports that due to service disruption the blue/silver line between Eastern Market &amp; Addison Road are single tracking. Expect delays …
6.39E+17,9/3/2015 9:53,,"Stabbing, at 0426 hours, in the 400 b/o 4th Street, LOF B/M, light complexion, 5'7"", 175 lbs., wearing a green shirt CALL 911 W/ EVENT # I2…"
6.39E+17,9/3/2015 7:07,,robbery at 0147 hrs in the 300 b/o v street NW LOF 2 B/M WEARING ALL BLACK ARMED WITH A BLACK HAND GUN CALL 911 W/ EVENT # I20150506070
6.39E+17,9/3/2015 6:24,,[Robbery F/V ] at [2310] hrs in the [600] b/o [21st ST NE ] LOF B/M wearing white Tshirt blk jeans dark skin CALL 911 W/ EVENT # I201505058…
6.39E+17,9/3/2015 3:53,,Washington Gas reports the 900 and 1000 blocks of Newton St NE has reopened.
6.39E+17,9/3/2015 1:38,,Lamont St between 6th St and Georgia Ave NW has been reopened.
6.39E+17,9/3/2015 1:21,,NWS reports the temperature is 84° w/ a heat index of 86°. The Heat Emergency Plan has been deactivated.
6.39E+17,9/2/2015 22:48,,"Robbery F&amp;V in the 1300 B/O 49th St, NE LOF: 10B/Ms, wearing red shirt and khaki pants CALL 911 W/ EVENT # I20150505237"
6.39E+17,9/2/2015 22:48,,"Robbery F&amp;V LOF: 10 B/Ms, wearing red shirts &amp; khaki pants CALL 911 W/ EVENT # I20150505237"
6.39E+17,9/2/2015 22:08,,"Robbery Gun 4400 B/O E ST, SE LOF B/M, 20s, 150lbs, blue jeans w/ a cast on the right arm w/ a gun, B/M,20s, 160lbs, blk sweat pants &amp; shir…"
6.39E+17,9/2/2015 22:08,,MPD reports the 3500 b/o Stanton Rd. SE has reopened.
6.39E+17,9/2/2015 22:08,,MPD reports the 3800 b/o Minnesota Ave NE has reopened.
6.39E+17,9/2/2015 19:48,,Washington Gas reports the 900 and 1000 blocks of Newton St NE is closed due to gas repairs.
6.39E+17,9/2/2015 19:48,,MPD reports the 3800 b/o Minnesota Ave NE from Blaine St to Clay Pl NE is closed due to a car accident.
6.39E+17,9/2/2015 18:37,,"NWS reports the temperature is 92° w/ a heat index of 96°. The Heat Emergency Plan has been activated. As temperatures rise, DC Fire and Em…"
6.39E+17,9/2/2015 18:37,,DDOT reports the incident has been cleared and all road closures associated w/ this incident have been reopened.
6.39E+17,9/2/2015 17:53,,MPD reports the 3500 b/o Stanton Rd SE is closed due to police activity. Please avoid the area.
6.39E+17,9/2/2015 17:18,,DDOT reports Northbound Kenilworth Ave NE at Nannie Helen Burroughs Ave NE is closed due to an vehicle accident.
6.39E+17,9/2/2015 17:18,,7D is working a confirmed shooting at 1700 b/o Trenton Place SE. LOF Dark Blue Charger (newer style). CALL 911 W/ EVENT #I20150504624
6.39E+17,9/2/2015 16:14,,DDOT reports the accident has been cleared and all road closures associated w/ this incident have been reopened.
6.39E+17,9/2/2015 14:52,,DC WATER reports Lamont St between 6th St and Georgia Ave NW will be closed 6 to 8 hours for water main repairs. Please avoid the area.
6.39E+17,9/2/2015 14:21,,MPD reports the 1600 b/o Park Road is closed in both directions due to an overturned vehicle. Please use an alternate route.
6.39E+17,9/2/2015 13:52,,DC FEMS on the scene of a fire in the 5500 b/o 3rd Street NW. 3rd Street is closed between Longfellow Street &amp; Missouri Avenue NW. Please a…
6.39E+17,9/2/2015 3:52,,robbery at 2220 hrs in the 1700 b/o new jersey ave LOF b/m no shirt blue jeans 5'10 CALL 911 W/ EVENT # I20150503629
6.39E+17,9/2/2015 1:21,,NWS reports the temperature is 85° w/ a heat index of 90°. The Heat Emergency Plan has been deactivated.
6.39E+17,9/1/2015 21:24,,"Robbery / Snatch, 1617 hours, 2400 blk of Elvans Road SE LOF: 1 B/M’s wearing black pants, black shirt. Suspects were last seen headed 2408…"
6.39E+17,9/1/2015 20:58,,"Robbery Force and Violence at 1628 hrs in the unit b/o Pennsylvania/ Potomac Ave.SE. LOF 2 B/M’s black shirt, 16-17 years of age. (2) Blue …"
6.39E+17,9/1/2015 18:20,,MPD reports the police activity has cleared and all associated street closures have been reopened.
6.39E+17,9/1/2015 17:53,,MPD reports that Northbound South Capitol St SE from Malcolm X to Firth Sterling SE has been reopened to all traffic.
6.39E+17,9/1/2015 17:53,,MPD reports an additional street closure: Massachusetts Ave NE between 7th St and 9th St NE. Please avoid area.
6.39E+17,9/1/2015 17:53,,MPD reports 8th St NE from Massachusetts Ave NE to D St NE is closed due to police activity. Please avoid the area.
6.39E+17,9/1/2015 17:08,,MPD reports Northbound South Capitol St from Malcolm X to Firth Sterling Ave SE is closed due to a traffic accident. Please use alternate r…
6.39E+17,9/1/2015 16:27,,"NWS reports the temperature is 91° w/ a heat index of 95°. The Heat Emergency Plan has been activated. As temperatures rise, DC Fire and Em…"
6.39E+17,9/1/2015 16:27,,MPD reports the police activity has been cleared and all road closures associated w/ this incident have been reopened.
6.39E+17,9/1/2015 15:09,,MPD reports police activity on East Capitol Street between 1st and 3rd Streets NE. Please avoid the area.
6.39E+17,9/1/2015 14:14,,DC Water reports 36th St and Nevada Ave NW is closed due to water repairs. Estimated time of restoration is up to 8 hours.
6.39E+17,9/1/2015 12:57,,"Robbery Snatch, 0818 hours, 1400 B/O Park Road NW, LOF B/M riding a bike, white shirt, yellow pants. CALL 911 W/ EVENT # I20150502016"
6.39E+17,9/1/2015 12:57,,DDOT Reports that all traffic lanes are now open.
6.39E+17,9/1/2015 12:08,,"DDOT reports a traffic accident Westbound New York Ave at M Street, NW. Lane 1 is blocked at this time. Traffic is getting by on lanes 2 an…"
6.39E+17,9/1/2015 11:48,,"DDOT reports a traffic accident Westbound New York Ave at M Street, NW. Please Reduce speed and expect delays."
6.39E+17,9/1/2015 11:48,,"Pepco reports a power outage affecting portions of the Mayfair, Benning, River Terrace and Fort Dupont Neighborhoods. 1,871 customers are r…"
6.39E+17,9/1/2015 2:50,,Alert : 2700 blk of 31st St. SE at 2100 hrs. LOF B/M..WEARING BLUE HAT…BLACK FACE MASK..NO SHIRT.. CALL 911 W/ EVENT # I20150501436
6.39E+17,9/1/2015 2:31,,"Confirmed Shooting in the 3800 B/O 9th St., SE, No Lookout CALL 911 W/ EVENT # I20150501081"
6.39E+17,9/1/2015 1:38,,Robbery/Knife at 2040 hrs in the 1200 b/o F St NE. 2 suspects in custody. CALL 911 W/ EVENT # I20150501273
6.39E+17,9/1/2015 0:08,,"Robbery/knife at 1835 hrs in the 1300 b/o G street NE. LOF B/M 5'7"" 15-16 years of age wearing tan blue jeans. CALL 911 W/ EVENT # I2015050…"
6.38E+17,8/31/2015 23:17,,Robbery/holdup at 1730 hrs in the 200 b/o 17 Street SE. LOF 3 B/M’S. Suspect 1 B/M mid 20’S red shirt and faded jeans. Suspect 2 B/M bald h…
6.38E+17,8/31/2015 16:09,,DDOT reports 3rd St tunnel (southbound lanes) have been reopened.
6.38E+17,8/31/2015 16:09,,DDOT reports 3rd St tunnel (southbound lanes) are closed due to road repairs. Traffic is being diverted onto 4th St NW. Please use alternat…
6.38E+17,8/31/2015 13:25,,"Robbery/Gun 5100 Astor Pl. SE LOF (2) B/M’s (1) 5'11"" med complexion, armed w/ gun wearing black ski mask, (2) B/M 5'7""-5'8"" med complexion…"
6.38E+17,8/31/2015 11:06,,MPD reports 3rd Street NW between Madison and Jefferson Drive SW will be temporarily closed from 6:30-8:00am due to police activity.
6.38E+17,8/31/2015 6:52,,Robbery at 2347 hrs in the 1300 b/o Clifton Street LOF 2 B/M WEARING DARK CLOTHING CALL 911 W/ EVENT # I20150499381
6.38E+17,8/31/2015 6:22,,"stabbing at 5200 blk B Street, SE, 0124 hrs . No lookout CALL 911 W/ EVENT #I20150499477"
6.38E+17,8/31/2015 5:20,,Stabbing at 2338 hrs in the 1100 b/o Sursum Corda CALL 911 W/ EVENT #I20150494974
6.38E+17,8/31/2015 0:52,,FYSA – Reported by FEMA-NCR-WatchSubject: USCP PRESS RELEASE: Law Enforcement Medical Evacuation Exercises Involving Helicopters at U.S. Ca…
6.38E+17,8/31/2015 0:52,,The police activity in the 4300 b/o 15th Street NW has cleared and all associated road closures have reopened.
6.38E+17,8/30/2015 23:28,,Shooting at 1845 hrs in the 200 block K Street SW. LOF blue sedan. CALL 911 W/ EVENT # I20150498857
6.38E+17,8/30/2015 23:28,,Shooting at 1844 hrs in the 900 b/o 3rd Street SW. LOF blue sedan vehicle. 1 Victim. CALL 911 W/ EVENT # I20150498851
6.38E+17,8/30/2015 22:52,,Robbery F&amp;V Eastern &amp; Hunt Pl NE LOF white ford sedan w/ tinted windows unk tag (2) males &amp; (2) females all 18-20 yoa CALL 911 W/ EVENT I20…
6.38E+17,8/30/2015 22:52,,"Robbery Force and Violence at 1818 hrs in the unit b/o 9th St./ Monroe St. NE. LOF 2 B/M, 18-20 years of age, driving a blue Honda Civic. C…"
6.38E+17,8/30/2015 22:52,,"Robbery Gun in the 4800 B/O Meade ST NE LOF 1-B/M 16, 5'9, slim,blk ski mask, blk v-neck;2B/M,16, 5'9, ski mask, blue v-neck w/ stripes arm…"
6.38E+17,8/30/2015 22:52,,Due to police activity the 4300 b/o 15th Street NW is closed in both directions. Please avoid area.
6.38E+17,8/30/2015 22:12,,7D is working a confirmed stabbing 2400 block Martin Luther King Jr. Avenue SE. 1 suspect stopped. CALL 911 W/ EVENT # I20150498652
6.38E+17,8/30/2015 20:55,,"Robbery Gun in the 3700 B/O Minnesota Ave, NE LOF: B/M, 5'10 wearing a white t shirt and blk shorts CALL 911 W/ EVENT # I20150498476"
6.38E+17,8/30/2015 8:03,,"Robbery of an Establishment in 4600 b/o South Capitol Street SE. Lookout is for a B/M wearing all black clothing,black hat, and black sungl…"
6.38E+17,8/30/2015 8:03,,"7D is working a confirmed shooting at 1100 Howard Road, SE. No lookout. CALL 911 W/ EVENT # 20150497543"
6.38E+17,8/30/2015 8:03,,"Robbery Gun at Sycamore/Ames St NE - LOF B/M wearing all black, L/S toward Benning Rd. Metro CALL 911 W/ EVENT # I20150497370"
6.38E+17,8/30/2015 1:51,,"Robbery Gun at 2111 hrs in the 700 b/o Euclid Street NW. LOF: 2 B/M’s, long dreadlocks CALL 911 W/ EVENT # I20150496726"
6.38E+17,8/30/2015 1:51,,"Robbery Snatch at 2101 hrs in the 1500 b/o 14th Street NW LOF: 2 B/M’s, long dreads, on bikes, black t-shirts, black jeans. L/S SB 14th St …"
6.38E+17,8/29/2015 20:52,,"Robbery Force and Violence at the 3700 b/o Minnesota Ave. NE, 1626 hrs . Lookout is for 2 B/M’s, early 20’s, dark complexion, (1) wearing b…"
6.38E+17,8/29/2015 14:43,,MPD reports that the accident is clear and all lanes are open: 600 blk. of 12th St. NW.
6.38E+17,8/29/2015 13:41,,"Robbery Gun 100 b/o Elmira St. SW. LOF B/M, black jacket, baseball cap, armed w/ black handgun CALL 911 W/ EVENT # 20150495488"
6.38E+17,8/29/2015 12:11,,MPD reports that the 600 b/o 12th Street NW is closed due to a traffic accident. Please use alternate routes.
6.38E+17,8/29/2015 8:38,,Shooting at 0340 hrs in the 900 b/o Gallatin Street NW. No lookout. CALL 911 W/ EVENT # 20150495153
6.38E+17,8/29/2015 8:23,,"Robbery Hold Up Knife at 0258 hrs in the 300 b/o Hawaii Ave, NE. LOF B/M, 5’ 9""- 5’ 10"", 150-170 lbs, dark complexion, bald, wearing a whit…"
6.38E+17,8/29/2015 7:22,,Shooting at 0247 hrs in the 2400 b/o 18th street NW LOF B/M CALL 911 W/ EVENT #I20150495039
6.37E+17,8/29/2015 4:37,,"Shooting at 2345 hrs. in the 4900 blk of B St., SE. No Lookout at this time CALL 911 W/ EVENT # I20150494626"
6.37E+17,8/29/2015 3:53,,Shooting at 2320 hrs in the 4400 b/o 6th Place NE. No lookout CALL 911 W/ EVENT # 20150494551
6.37E+17,8/29/2015 2:52,,"Shooting- 1600 blk of R St. SE at 2227 hrs., No lookout at this time CALL 911 W/ EVENT # I20150494421"
6.37E+17,8/28/2015 23:22,,(4D) is on the scene of a confirmed shooting at 1851 hours in the 1200 b/o Crittenden St. NW. No look out CALL 911 W/ EVENT # I20150493908
6.37E+17,8/28/2015 21:46,,MPD reports the accident on 395 at exit 2B (C St SW) has cleared and all associated road closures have reopened.
6.37E+17,8/28/2015 20:21,,"MPD reports a transportation accident on 395 (Eastbound) at exit 2B, C St SW prior to the 3rd St Tunnel. The left lane is currently blocked…"
6.37E+17,8/28/2015 17:09,,MPD reports that all Third Street Tunnel lanes are open to traffic.
6.37E+17,8/28/2015 15:55,,"MPD reports wires are hanging down in the Third Street Tunnel, northbound lanes 1,2, and 3 are closed. Please use an alternate route."
6.37E+17,8/28/2015 13:58,,Robbery/ F&amp; V at 0913 hrs at 14TH and Upshur Street NW LOF 2 B/M’S -S1 wearing black shorts armed w/ a gun -S2 Long dreads dressed in all b…
6.37E+17,8/28/2015 13:39,,Pepco reports the 500 b/o Columbia Rd (rear) is closed until 3:30pm for repairs. Please avoid the area.
6.37E+17,8/28/2015 12:39,,"Stabbing 800 b/o Kenilworth Ave NE LOF B/F 5'6"" white t-shirt, med complexion, long hair, driving a gray Dodge possibly SUV CALL 911 W/ EVE…"
6.37E+17,8/28/2015 12:21,,"1D Investigating a Robbery/Gun at 0754 hrs in the 1500 East Capitol St, Se. LOF a B/M, 5'8"", thin build , black scully hat, white tee-shirt…"
6.37E+17,8/28/2015 10:38,,Pepco reports that power has been completely restored to the North East Quadrant neighborhoods.
6.37E+17,8/28/2015 9:35,,Pepco reports that nearly 120 customers are w/out power in the Northeast quadrant of the city. A tripped feeder was reported as the cause. …
6.37E+17,8/28/2015 4:27,,"robbery at 2334 hrs in the 1700 b/o D STreet, SE. LOF: 2 B/Ms slm, 20s, blk hoodies armed CALL 911 W/ EVENT # I20150492118"
6.37E+17,8/28/2015 3:26,,"Robbery at 4100 blk Minnesota Ave., NE, 2301 hrs . B/M, dreads, blk hoodie, blue jeans, fled in a blk Ford Explorer//3725 CALL 911 W/ EVENT…"
6.37E+17,8/28/2015 2:52,,"shooting at 2212 hrs in the 1000 b/o 3rd Street, SW. No Lookout. CALL 911 W/ EVENT # I20150491928"
6.37E+17,8/28/2015 2:52,,"shooting at 2212 hrs in the 1000 b/o 3rd Street, NW. No Lookout. CALL 911 W/ EVENT # I20150491928"
6.37E+17,8/28/2015 2:42,,[Shooting at 2212 hrs in the 2100 block o Alabama Ave SE. No lookout. CALL 911 W/ EVENT # 20150491930
6.37E+17,8/28/2015 2:11,,"Robbery at 1200 blk 44th Place, SE, 2141 hrs . LOF: B/M, blk hoodie, dk sweat pants CALL 911 W/ EVENT # I20150491868"
6.37E+17,8/27/2015 22:26,,The southbound lanes on 14th Street at Constitution Ave NE and the 1400 b/o North Carolina Ave NE have reopened.
6.37E+17,8/27/2015 21:53,,"Robbery Snatch at the 900 block 15th Street, SE. Lookout is for a B/M, 15-16 years old, S wearing a light blue t-shirt, w/ a collar. CALL 9…"
6.37E+17,8/27/2015 21:18,,Southbound 14th Street at Constitution Ave NE and the 1400 b/o North Carolina Ave NE is closed due to police activity. Use alternate routes…
6.37E+17,8/27/2015 19:53,,"Shooting at 1503 hrs in the 5000 b/o Eastern Avenue, NE. No Lookout. CALL 911 W/ EVENT # I20150491027"
6.37E+17,8/27/2015 19:42,,"Robbery/Gun at 4600 blk Nannie Helen Burroughs Ave Street, NE, 1500hrs . LOF 2 B/M Suspect 1 dark complexion wearing a black ski mask 5 ‘10…"
6.37E+17,8/27/2015 15:07,,DC water reports sewer repairs completed and all streets are open.
6.37E+17,8/27/2015 14:18,,DC Water is on the scene of sewer repairs; D St. between Burbank St. and Chaplin St SE. will be closed for 4 to 6 Hrs.
6.37E+17,8/27/2015 5:07,,MPD reports that the overturned tractor trailer vehicle incident from Northbound DC -295 onto Northbound (WB) 695 Freeway Bridge has been c…
6.37E+17,8/27/2015 2:53,,"Robbery Gun at 3100 blk N Street, SE, 2218 hrs . LOF: B/M, purple jkt, orange shoes, BB/cap w/Blk &amp; Wht print CALL 911 W/ EVENT # I20150489…"
6.37E+17,8/27/2015 2:09,,"Rotating Lane Closures Will Occur on Southbound and Northbound DC-295 beginning Friday, August 28 – DDOT will temporarily close the shoulde…"
6.37E+17,8/27/2015 1:23,,"The accident at 14th Street, NW between P and R Street, NW has been cleared, streets are re-opened, and traffic is flowing"
6.37E+17,8/27/2015 1:23,,"In reference to the disabled automobile in the S/B left lane of the 3rd Street tunnel, the vehicle has been moved, and traffic is flowing"
6.37E+17,8/27/2015 0:23,,"Shooting in the 800 b/o Southern Ave SE. LOF a B/M, 5'5:, 120-130lbs. CALL 911 W/ EVENT # I20150489354"
6.37E+17,8/27/2015 0:00,,"MPD reports 14th St, NW from P St to R St, NW both directions are closed due to a 4-car vehicle accident / w non-life threatening injuries …"
6.37E+17,8/26/2015 21:58,,"Robbery Snatch at Douglas and Bowen Rd SE. LOF a B/M, 170-180lbs, gray/white shirt, tan pants. CALL 911 W/ EVENT # I20150489205"
6.37E+17,8/26/2015 21:15,,"Southbound 3rd Street Tunnel, the left hand lane is blocked due to a disabled automobile. Crane 3 advises that he is unable to move the veh…"
6.37E+17,8/26/2015 21:15,,The I-695 W/B exit ramp at I-295 N/B (11th St. Bridge) remains closed due to an overturned tractor trailer. Clean-up crews are en route. He…
6.37E+17,8/26/2015 20:21,,Shooting in the 100blk of Atlantic St SE No lookout. CALL 911 W/ EVENT # I20150489031
6.37E+17,8/26/2015 20:11,,"Robbery Snatch in the 2200 b/o Alabama Ave, SE. LOF a B/F, 5'9"", wearing a burgundy shirt w/ blue short CALL 911 W/ EVENT # I20150488933"
6.37E+17,8/26/2015 19:37,,"MPD reports the 11th St Bridge is closed, inbound, due to an overturned truck. Please use an alternate route."
6.37E+17,8/26/2015 17:53,,DDOT reports that all road closures are now open.
6.37E+17,8/26/2015 17:10,,"Robbery (Snatch) at 1228 hrs near the intersection of Columbia Road and 16th Street NW. LOF B/M, light complexion, long braided ponytail do…"
6.37E+17,8/26/2015 16:53,,MPD reports police activity on South Capitol St prior to Douglas Bridge. At this time SB South Capitol St lane #2 is blocked. Traffic is ge…
6.37E+17,8/26/2015 15:00,,FEMS reports they have responded to a fire at 422 37th PL SE. Please avoid the area.
6.36E+17,8/26/2015 10:08,,"Due to an ongoing paving project, the ramp from Southbound George Washington Parkway to Inbound Key Bridge is closed through Friday. Please…"
6.36E+17,8/26/2015 7:08,,Robbery 6D is working a Robbery Force and Violence at 0220 hrs in the 700 b/o Eastern Avenue NE LOF 3 blk transgenders w/ S-1 wearing a whi…
6.36E+17,8/26/2015 6:49,,Suitland Pkwy now reopened in both directions.
6.36E+17,8/26/2015 3:47,,MPD reports Suitland Parkway at Alabama Avenue SE is closed in both directions due to police activity. Please avoid area.
6.36E+17,8/26/2015 2:47,,Key Bridge road closure reopened
6.36E+17,8/26/2015 2:17,,"DC Water reports a lane closure south side of Florida Ave NW between 20th St and Connecticut Ave NW, due to a Valve replacement. Restoratio…"
6.36E+17,8/26/2015 1:01,,"MPD reports road closure on Key Bridge, due to police activity on inbound lanes. Both directions are closed at this time. Avoid area."
6.36E+17,8/26/2015 1:01,,PG County police department reports the silver alert has been resolved in the case of Mr. Robert Cletus Sutherland.
6.36E+17,8/26/2015 0:16,,MPD reports the accident in the 4500 b/o Wisconsin Avenue NW has cleared and all associated lane closures have reopened.
6.36E+17,8/25/2015 23:39,,MPD reports the southbound lanes in the 4500 b/o Wisconsin Avenue NW is blocked due to a motorcycle accident involving 3 vehicles. The nort…
6.36E+17,8/25/2015 23:11,,Robbery Force and Violence at 1817 hrs in the unit b/o 5th St./ Indiana Ave. NW. Suspects in custody. CALL 911 W/ EVENT # I20150487167
6.36E+17,8/25/2015 20:59,,MPD reports protesters have dispersed and all associated road closures have reopened.
6.36E+17,8/25/2015 17:08,,MPD reports that the 3300 b/o O Street NW is closed by approx 50 protesters blocking the street.
6.36E+17,8/25/2015 15:54,,"MD Tags 3AN5805 Carjacking while armed at the 200 b/o 37th Place, SE, 1056 hrs . LOF 5 B/M’s; Suspect (1): mid to late teens, wearing gray …"
6.36E+17,8/25/2015 15:33,,"Carjacking while armed at the 200 b/o 37th Place, SE, 1056 hrs . LOF 5 B/M’s; Suspect (1): mid to late teens, wearing gray hoodie, and arme…"
6.36E+17,8/25/2015 13:36,,"Robbery Fear at 0901 hrs at South Dakota Ave &amp; Rhode Island Ave, NE LOF B/M, light complexion, dreads, wearing a white tank top &amp; black pan…"
6.36E+17,8/25/2015 12:06,,MPD reports a street closure due to a vehicle accident at the 600 b/o 18th Street NW. Lanes 2 and 3 are closed to traffic. Please use alter…
6.36E+17,8/25/2015 6:34,,Robbery at 0049 hrs in the 3000 b/o 14th street LOF 2 B/M wearing hoodies CALL 911 W/ EVENT #I20150485935
6.36E+17,8/25/2015 6:34,,"The Maryland State Police on behalf of the Prince George’s County Police Department, have issued a Silver Alert for a missing 77-year-old B…"
6.36E+17,8/25/2015 3:08,,Robbery at 2234 hrs in the 2400 b/o Georgia ave LOF 3 b/m wearing dark clothing CALL 911 W/ EVENT #I20150485742
6.36E+17,8/25/2015 2:23,,The Silver Alert previously issued on behalf of the Charles County Sheriff’s Office for Mr. Ernest Courtland Freeman Jr. has been resolved.…
6.36E+17,8/24/2015 23:57,,Incident cleared. All travel lanes are open.
6.36E+17,8/24/2015 23:24,,"Robbery Gun 32nd &amp; Alabama Ave SE, LOF 1B/M,white shirt &amp; gry sweat pants; 2B/M, drk complx both armed w/ silver handguns CALL 911 W/ EVENT…"
6.36E+17,8/24/2015 23:24,,One south bound lane is now open.
6.36E+17,8/24/2015 23:08,,Two north bound travel lanes are now open. South bound travel lanes remain blocked at this time. Due to the accident 14th Street is back up…
6.36E+17,8/24/2015 22:57,,"Robbery Gun in the 5000 B/O Just St NE; LOF 1B/M, dreadlocks, blk shirt w/ diesel on it, 2B/M, grey shirt on face, white tank top armed w/ …"
6.36E+17,8/24/2015 22:57,,DDOT reports accident out bound 14th Street Bridge main line prior to 395. MPD is on scene. ROP is in route. Two lanes out bound and 2 lane…
6.36E+17,8/24/2015 21:09,,***Silver Alert is being activated for a missing 78-year-old White male. DC law enforcement &amp; citizens are requested to be on the lookout. …
6.36E+17,8/24/2015 15:36,,"Robbery (Snatch) at 1056 hrs in the 1800 b/o Capitol Ave NE. LOF B/M, 20-25 years of age, dreadlocks in ponytail, wearing a white shirt and…"
6.36E+17,8/24/2015 14:02,,"Robbery/ Snatch, 18th Pl &amp; C St NE. LOF B/M, riding a blue bike, wearing white tank top. L/S Riding towards D St CALL 911 W/ EVENT # I20150…"
6.36E+17,8/24/2015 13:00,,DDOT reports the accident on Suitland Parkway at Alabama Ave SE has been cleared and all road closures associated w/ this incident have bee…
6.36E+17,8/24/2015 12:30,,"Robbery (Gun) in the 4000 blk of Ord St., NE, 0754 hrs . LOF: B/M 5'4, SHORT HAIR CUT, LIGHT COMPLEXION, BLACK JACKET, BLUE JEANS, SMOKE GR…"
6.36E+17,8/24/2015 12:30,,"DDOT reports an accident w/ injuries Inbound Suitland Parkway prior to Alabama Ave, SE. At this time lane #2 is blocked. Please use alterna…"
6.36E+17,8/24/2015 11:38,,"Robbery Fear at 0704hrs in the 1500 b/o East Capitol street, SE LOF B/F, wearing a white tank top, blue jeans. CALL 911 W/ EVENT # I2015048…"
6.36E+17,8/24/2015 8:37,,"Robbery Gun at [0250] hrs in the [Unit] b/o [ M street NW] LOF 1 B/M 5'6"" 18-22 yrs old Med skin dreads white T-shirt CALL 911 W/ EVENT # I…"
6.36E+17,8/24/2015 1:20,,"Robbery Gun in the 6100 b/o 62nd Street/Banks Place, NE . Lookout is for a B/M, 6'0""-6'2"", wearing a black shirt and black mask; and a male…"
6.36E+17,8/24/2015 0:05,,DDOT reports the accident is cleared and road closure at 58th and East Capitol Street NE is reopened.
6.36E+17,8/23/2015 19:50,,"Stabbing in the 4800 b/o Meade Street, NE 1445 hours. Lookout is for a B/M, light complexion, late 40s, full beard, 6'0-“ 6'1”, wearing a w…"
6.36E+17,8/23/2015 19:05,,DDOT reports an accident at 58th and East Capitol Street NE. Inbound East Capitol Street is closed at 58th Street. Please use an alternate …
6.35E+17,8/23/2015 13:52,,DC Water reports T Street NW is closed between 37th and 38th Streets for up to 8 hours due to water repairs in progress. Please use an alte…
6.35E+17,8/23/2015 4:23,,7D is working a confirmed robbery at 500 Foxhall Street SE / LOF 2 B/MWEARING ALL BLACK L/S RUNNING TOWARD SIMON ELEMENTARY CALL 911 W/ EVE…
6.35E+17,8/22/2015 22:12,,DC Water reports customers in the vicinity of Benning Road and East Capitol Street NE/SE may experience low to no water pressure due to rep…
6.35E+17,8/22/2015 20:57,,"Robbery Snatch at 1630 hrs at 13th and Monroe Street, NW LOF 5 H/M, 18 to 20 years of age (1) long dreads hair style w/ tattoos. CALL 911 W…"
6.35E+17,8/22/2015 11:58,,"Robbery Knife at 0724 hrs in the 5900 b/o 9th Street, NW LOF B/M, dark complexion, wearing a gray tee shirt, dark pants. CALL 911 W/ EVENT …"
6.35E+17,8/22/2015 11:13,,"Due to Police Activity, the following road closures remain the same at this time.1800 b/o Randolph Street N.E1800-… http://t.co/pltqSk3XAv"
6.35E+17,8/22/2015 7:57,,"shooting at 0317 hrs in the 1300 b/o Stevens Road, SE. No lookout CALL 911 W/ EVENT # I20150479832"
6.35E+17,8/22/2015 7:27,,"Shooting, 0257 hours, 300 b/o 54th Street, NE, No lookout CALL 911 W/ EVENT # I20150479643"
6.35E+17,8/22/2015 6:42,,"Robbery Force &amp; Violence, 0159 hours, 1000 b/o Pennsylvania Avenue, SE no lookout CALL 911 W/ EVENT # I20150479643"
6.35E+17,8/22/2015 6:12,,"Armed Carjacking at 0152 hrs in the 3300 b/o 5th Street, SE. LOF: red toyota corolla (tags unknown) Occ: 2 B/Ms &amp; 1 B/F armed knife CALL 91…"
6.35E+17,8/22/2015 6:12,,"Robbery Gun at 0133 hrs at 26th and Bladensburg Street NE.LOF 2 B/M’s. Suspect (1) wearing a white shirt, dark pants. Suspect (2) no descri…"
6.35E+17,8/22/2015 4:52,,"Shooting at 0013 hrs at Florida and Orren St NE. LOF 2 B/M’s .Suspect (1) B/M, dreads, wearing jeans. Suspect (2) unknown description. CALL…"
6.35E+17,8/22/2015 3:57,,"Robbery Gun at 2335 hrs in the 3300 b/o Mount Pleasant.Street NW. LOF H/M white shirt, black pants armed w/ a handgun. CALL 911 W/ EVENT # …"
6.35E+17,8/22/2015 3:57,,"Robbery at 2245 hrs in the 2600 b/o 13th street, SE. LOF: S-1 B/M 18-20, blk cap, blu/jn, S-2, B/M, 20-30, beard, dreads, wht headphones, g…"
6.35E+17,8/22/2015 3:08,,"Stabbing, 2255 hours, 200 b/o 10th Street, SE LOF a B/M wearing tan shorts CALL 911 W/ EVENT # I20150479247"
6.35E+17,8/22/2015 2:58,,"Shooting at 2226 hrs in the 2400 b/o Elvans Road SE. LOF: B/M, 6’ 3"", wearing blue shirt black pants CALL 911 W/ EVENT # I20150479192"
6.35E+17,8/22/2015 1:53,,7D is working a shooting at 2115 hours in the 2300 b/o Pitts Pl SE. No look out. CALL 911 W/ EVENT I20150479036
6.35E+17,8/21/2015 16:01,,The following streets are closed due to police activity: Otis Street NE between 18th and 20th Streets NESouth Dakota Ave NE between 20th St…
6.35E+17,8/21/2015 15:14,,The 3700 b/o 18th St NE is closed due to police activity. Please avoid the area.
6.35E+17,8/21/2015 13:59,,Robbery Gun: 4600 Benning Rd. SE Suspect is known. CALL 911 W/ EVENT #I20150477761
6.35E+17,8/21/2015 11:22,,All lanes of I-495 Westbound (Outer Loop) at Connecticut Ave. have reopened to traffic. All the vehicles involved in the accident have been…
